43.029376	43.054581
43.05505	43.082777
43.15619	43.176613
43.257604	43.278042
43.358453	43.376425
43.46018	43.477586
43.560757	43.603945
43.661768	43.76002
43.763831	43.783108
43.865608	43.884192
43.96733	43.984592
44.068436	44.087296
44.170599	44.188397
44.272049	44.309697
44.373316	44.397007
44.474231	44.509831
44.575742	44.590818
44.676976	44.693371
44.778064	44.796595
44.879461	44.893553
44.980475	44.997742
45.081798	45.149345
45.182691	45.256698
45.284103	45.301433
45.385128	45.398575
45.487117	45.521307
45.588347	45.62268
45.69032	45.70665
45.790897	45.806288
45.892248	45.909185
45.993037	46.012747
46.09524	46.107956
46.196069	46.209562
46.297991	46.332698
46.399108	46.4277
46.50062	46.543387
46.601385	46.633245
46.702823	46.73588
46.804121	46.814673
46.906132	46.915989
47.006728	47.039039
47.107684	47.119431
47.208739	47.219944
47.309034	47.320691
47.410298	47.42331
47.511558	47.529639
47.612983	47.622757
47.714515	47.723427
47.816188	47.853405
47.917276	47.925614
48.01859	48.117317
48.119447	48.15658
48.220698	48.265479
48.322403	48.3395
48.423667	48.431456
48.524792	48.534833
48.625991	48.637884
48.727005	48.736975
48.828615	48.856597
48.929743	48.95753
49.031093	49.037307
49.132792	49.145873
49.234505	49.239853
49.336023	49.33945
49.436806	49.503809
49.537811	49.639379
49.640429	49.712582
49.742188	49.768993
49.843174	49.864892
49.944511	49.968249
50.045386	50.069316
50.146627	50.169654
50.24833	50.273842
50.349295	50.369911
50.450669	50.479135
50.551325	50.572105
50.653275	50.677732
50.75502	50.776541
